labels	kor_sentence
positive	전남 나주경찰서는 골프장 탈의실 사물함에 보관 중인 이용객의 금품을 훔친 혐의(절도)로 광주 서부경찰서 모 지구대 A경사를 입건했다고 16일 밝혔다. A경사는 지난 13일 낮 12시 30분께 나주시 한 골프장 탈의실... 
positive	전남 나주경찰서는 절도 혐의로 A경사를 불구속 입건했다고 16일 밝혔다. A경사는 지난 13일 낮 12시 30분쯤 나주에 위치한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받는다. A경사는 지갑을 주웠다고... 
positive	전남 나주경찰서는 골프장 물품보관함에서 이용객의 현금·수표를 훔친 혐의 (절도)로 광주 서부경찰서 모 지구대 A경사를 붙잡아 조사하고 있다고 16일 밝혔다. A경사는 지난 13일 낮 12시 30분께 나주시 한 골프장... 
positive	16일 전남경찰청은 유령법인을?4차례나 바꿔가며 전국 농민?854명 상대 태양광발전시설 설치계약금?175여억 원을 편취한 악성사기 조직 총책?A씨 등?31명을 검거하여 그중?13명을 구속 송치했다고 밝혔다. 총책?A씨... 
positive	"이들 조폭은 1980년대 전남 목포시에서 결성된 수노아파인데, 2000년대 들어 전국적으로 세력을 키웠다.... 경찰 수사에서 한 발 더 나서 직접 수사에 착수한 셈이다. 당초 경찰은 수노아파 조직원들을 업무방해... "
positive	전남 나주경찰서는 절도 혐의로 A 경사(48)를 불구속 입건했다고 16일 밝혔습니다. 경찰에 따르면 A 경사는 지난 13일 오후 12시 30분에 전남 나주시 남평읍의 한 골프장 탈의실 옷장에서 701만 원(수표 100만 원권 2장... 
positive	16일전남 나주경찰서는 지난 13일 낮 12시 30분쯤 나주 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의로 A 경사를 불구속 입건했다 A 경사는 지갑을 주웠다고 골프장 측에 연락했다. 하지만 지갑 주인의... 
neutral	전남 나주경찰서는 골프장 물품보관함에서 이용객의 현금·수표를 훔친 혐의(절도)로 광주 서부경찰서 모 지구대 A경사를 붙잡아 조사하고 있다고 16일 밝혔다. A경사는 지난 13일 낮 12시 30분께 나주시 한 골프장... 
negative	16일 전남 나주경찰서는 절도 혐의로 A경사를 불구속 입건했다고 밝혔다. A경사는 지난 13일 낮 12시30분쯤 나주의 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받고 있다. 앞서 A경사는 지갑을... 
positive	전남 나주경찰서는 광주 서부경찰서 소속 A 경사를 절도 혐의로 불구속 입건했다고 16일 밝혔다. A 경사는 지난 13일 낮 12시 30분께 나주 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받는다. A... 
positive	전남 나주경찰서는 절도 혐의로 A경사(48)를 불구속 입건했다고 16일 밝혔다. 경찰에 따르면 A경사는 화요일이던 지난 13일 낮 12시30분쯤 전남 나주시 남평읍의 한 골프장 탈의실 옷장에서 701만원(수표 100만원권 2장... 
positive	전남 나주경찰서는 절도 혐의로 A경사를 불구속 입건했다고 16일 밝혔다. A경사는 지난 13일 낮 12시 30분께 나주의 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받는다. A경사는 지갑을 주웠다고... 
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 16일 밝혔다. 사진=뉴시스 A 경사는 지난 13일 낮 12시 30분쯤?나주 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받는다. A 경사는 지갑을... 
positive	"지동면도 경찰일행 1960년 5월 24일자 전남일보 기사에 세지면에서 살인자들은 환영하는 부락민들을 모아 학살하였고 유부녀, 처녀를 가르지 않고 능욕하였다 거부하는 처녀를 단검으로 죽인 후 시간을 하였다고 보도... "
positive	"신고를 전달 받은 울산소방본부는 즉시 경찰과 구급대, 야생동물 피해방지단 소속 엽사 3명과 현장으로... 또 반복되고 있는 불법 사육과 탈출 사고를 방지하기 위해서 전남 구례와 충남 서천에 곰 보호시설을 짓고... "
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 오늘(16일) 밝혔습니다. A 경사는 지난 13일 낮 12시 30분쯤 나주 한 골프장 탈의실 옷장에서 현금 수백만 원이 든 지갑을 훔친 혐의를 받습니다. A 경사는 지갑을... 
positive	= 전남지방경찰청이 16일 유령법인을 4차례나 바꿔가며 전국 농민 854명 상대 태양광발전시설 설치계약금 175여억 원을 편취한 악성사기 조직 총책 A씨 등 31명을 검거해 그 중 13명을 구속 송치?g다. 총책 A씨 등은 지난... 
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 16일 밝혔다. A 경사는 지난 13일 낮 12시 30분께 나주 한 골프장 탈의실 옷장에서 현금 수백만원이 든 지갑을 훔친 혐의를 받는다. A 경사는 지갑을 주웠다고... 
positive	ⓒ 완도신문 전남 완도군 CCTV 관제 요원이 차량털이 절도 용의자를 포착하고 경찰과 협업을 통해 현장 검거했다. 주창완 관제요원은 5일?오후 7시 30분경 모자를 눌러쓴 남성이 완도읍 일대를 배회하며 주차된 차량의... 
positive	"영광경찰서 청렴 동아리, 아동복지시설 찾아 위문품 전달 [사진=전남경찰청] 2022.12.16 ej7648@newspim.com 청렴동아리는 영광경찰서 직원으로 구성된 조직으로 청렴한 조직 문화를 조성하기 위해 결성됐다. 이들은 관내... "
positive	"15.) : 가금 및 야생조류 발생 없음 ※ 확진(누계) : 가금46건(전남21, 충북9, 경기7, 충남2, 전북2, 경북2... 3중(경찰버스→택시→승용차) 추돌(브레이크 오작동 추정)/경상 6명 - (가스사고) 16:54경/경기... "
positive	"참사 원인과 책임 규명 과정에서 서울시와 경찰, 소방이 많은 인파가 모일 것으로 예상됐던 핼러윈 축제를... 누리호는 이날 오후 4시 전남 고흥 나로우주센터에서 발사돼 약 13분 만에 목표 궤도인 700㎞에 올랐고... "
positive	▲ 15일 부산경찰청이 오는 17일 부산불꽃축제 인파관리에 투입될 혼잡안전관리차량(일명 DJ폴리스)... [광주전남] ▲ 10·29 이태원 참사 49일 시민추모제(18:00 옛 전남도청 별관 옆 회화나무 숲) [대구경북]... 
positive	"지역위원장, 경찰청 양우철 교통기획과장, 충청북도경찰청 이만형 교통과장, 국립재활원 김상락... (전주), 전남권(나주), 제주, 강원권(원주)에서 장애인운전지원센터를 운영하고 있다. 특히, 올해는 공단 사회공헌 사업... "
positive	&quot;인쇄소로 가야 하는데 수도권 인쇄소는 경찰이나 정보과에서 다 관리하고 있을 때예요.&quot; - 그럼 어떻게... 1957년 전남 광산에서 태어났다. 시종일관 느릿느릿한 목소리에 발그레한 뺨을 유지하고 있었다. 인터뷰는 얼추... 
positive	"광주지검 해남지청은 부하 직원을 강제추행한 혐의를 받고 있는 전남의 한 경찰서 소속 간부경찰관을 불구속 기소했습니다. 이 경찰관은 지난 7월 말, 부하 직원을 강제추행한 혐의로 재판에 넘겨졌으며 검찰은 각종... "
neutral	15일 오전 11시 35분께 전남 여수시 안산동 편도 3차로 도로 내리막길에서 8t 화물차가 앞서 있던 시내버스를... 브레이크가 밀려 제동이 이뤄지지 않았다고 진술한 것으로 알려졌다. 경찰은 정확한 사고 경위를 조사 중이다.
negative	임형석 전남도의원개정조례안에는 자치경찰위원회 위원을 추천하는 경우 특정 성별에 치우치지 않고 인권문제를 비롯한 전문적인 지식과 경험이 있는 사람으로 위촉할 수 있도록 사전 조정기능인 위원구성협의체를 구성... 
positive	15일 오전 11시 35분께 전남 여수시 안산동 편도 2차선 도로에서 A(61)씨가 몰던 8t 화물차량이 B(60)씨의... 경찰은 화물차가 내리막길에서 속도를 줄이지 못해 버스를 받은 뒤 연쇄 사고로 이어진 것으로 보고 정확한... 
positive	A경위는 이 사건으로 직위해제됐다. A경위는 성비위 처리 지침에 따라 최근 경찰청 감찰 조사를 받았다. A경위 소속 경찰서는 전남경찰청과 조율을 거쳐 징계 절차를 밟을 예정이다.
positive	"전남소방은 도민이 안전한 환경을 조성하기 위해 지난 8월 16일부터 이달 9일까지 위험물과 소방시설공사분야에 대한 집중단속을 실시했다. 단속반은 본부 및 각 소방서 특별사법경찰, 소방특별조사반 등으로 구성해... "
positive	이에 대해 조만형 전남자치경찰위원장은 &quot;순천대학교가 자치경찰 분야에 협력하게 돼 기쁘다&quot;며 &quot;대학 연구기관이 참여하는 과학 치안을 역점 추진해 전남 지역에 최적화된 치안 서비스를 제공해 과학 치안 수준을... 
positive	"이로 인해 광주 서구 아파트 붕괴사고와 관련된 입건자는 21명으로 늘어났고, 6명은 구속, 15명은 불구속 상태로 재판에 넘겨지면서 경찰은 수사를 종료했습니다. #CMB광주방송 #뉴스와이드 #굿뉴스 #광주 #전남 #광주시... "
positive	"임형석 전남도의원 전남도의회 임형석 의원(더불어민주당, 광양1)이 대표발의 한 &apos;전라남도 자치경찰사무와 자치경찰위원회의 조직 및 운영 등에 관한 조례&apos; 일부개정안이 15일 본회의에서 통과됐다. 개정 조례안에는... "
positive	전남 여수 도심에서 대형 화물차가 정차 중인 시내버스를 들이받으면서 6중 추돌사고가 났습니다. 오늘(15일)... 경찰은 대형 화물차가 버스정류장 앞에서 정차 중인 시내버스를 들이받은 뒤 그 충격으로 시내버스 앞 주차... 
positive	A경위는 이 사건으로 직위해제됐다. A경위는 성비위 처리 지침에 따라 최근 경찰청 감찰 조사를 받았다. A경위 소속 경찰서는 전남경찰청과 조율을 거쳐 징계 절차에 나설 방침이다.
positive	"전남 지역에서는 전교 후보자가 유권자에게 돈 봉투를 전달한 사실이 드러났고, 광주향교에서는 유림들이 재선거 여부를 두고 갈등을 빚고 있다. 15일 무안향교와 무안경찰서 등에 따르면 무안향교 전교 선거 이틀 전인... "
positive	"전남도의회 임형석의원 자치경찰위원회는 합의제 행정기관으로 도민의 생명·신체, 재산 보호, 공공 안녕,?질서유지에 필요한 시책을 수립하고 도민의 생활과 밀접한 &apos;생활안전&apos;,?&apos;교통·경비&apos; 분야의 사무를 지휘... "
positive	A경위는 이 사건으로 직위해제됐다. A경위는 성비위 처리 지침에 따라 최근 경찰청 감찰 조사를 받았다. A경위 소속 경찰서는 전남경찰청과 조율을 거쳐 징계 절차에 나설 방침이다.
positive	피해자들은 각자 거주지 인근 경찰서를 방문해 피해 신고를 하는 한편 공동 대응도 고려 중이다. A씨는 2017년 모 프로그램에 전남 해남군에서 배추 농사를 지으며 김장철 수십억 원의 매출을 달성하는 인물로 소개됐다.... 
positive	"전남자치경찰위원회 조례 개정 김성철 기자, 전남도의회 임형석 의원(더불어민주당, 광양1)이 대표발의 한 ‘전라남도 자치경찰사무와 자치경찰위원회의 조직 및 운영 등에 관한 조례’ 일부개정안이 본회의에서... "
positive	&quot;최근 내년 3월에 있는 제3회 전국동시조합장선거와 관련해서 입후보예정자가 금품을 제공한 혐의로 경찰에... 동시조합장선거가 실시되면서 전남 농·축협 조합원의 선거문화에 많은 변화를 갖고 왔다. 위탁선거법에 대한... 
positive	"대학본부에서 열린 협약식에 순천대는 고영진 총장, 인공지능공학부 신창선 교수, 지능기술연구소 김용규, 김광심 교수가 참석했고?전남자치경찰위원회에서는 조만형 위원장, 백혜웅 사무국장, 박송희... "
positive	15일 경찰과 검찰 등에 따르면 김씨는 이날 오전 현재 아주대 병원에서 치료를 받고 있다. 그는 전날 자신의... 전남 목포에 기반을 둔 &apos;목포새마을파&apos;의 일원이었던 시절 이야기다. 이후 서울로 올라와 동향 조폭들과 힘을... 
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
neutral	"대학본부에서 열린 협약식에 순천대는 고영진 총장, 인공지능공학부 신창선 교수, 지능기술연구소 김용규, 김광심 교수가 참석했고, 전남자치경찰위원회에서는 조만형 위원장, 백혜웅 사무국장, 박송희... "
negative	"대학본부에서 열린 협약식에 순천대는 고영진 총장, 인공지능공학부 신창선 교수, 지능기술연구소 김용규, 김광심 교수가 참석했고, 전남자치경찰위원회에서는 조만형 위원장, 백혜웅 사무국장, 박송희... "
positive	메신져 피싱(투자사기)으로 어려움 겪는 탈북민에게 금융기관 부채 해결 전남 해남경찰서(서장 공정원)는 지난 14일 관내 거주하는 탈북민 A 씨가 메신져 피싱(투자사기) 범죄피해 및 금융기관 부채로 인해 어려움을 겪고... 
positive	"대학본부에서 열린 협약식에 순천대는 고영진 총장, 인공지능공학부 신창선 교수, 지능기술연구소 김용규, 김광심 교수가 참석했고, 전남자치경찰위원회에서는 조만형 위원장, 백혜웅 사무국장, 박송희... "
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	15일 오전 4시 37분께 전남 보성군 보성읍 한 제조업체에 불이 났다. 불은 119소방대에 의해 약 1시간 20분 만에 꺼졌다. 인명 피해는 없었으나 컨테이너 창고 건물과 주변에 주차된 차량 등이 불에 탔다. 경찰과 소방... 
positive	현황 -조사방식?: 경찰청으로부터 공유받은 형사사법정보(2017~2021년) 약 24만 건을 분석해 고독사에... 2%)-전남(12.7%)-인천(11.9%)-경북(11.6%)-부산(10.7%)-대구(9.9%)-서울(9.1%) -고독사 감소한 지역?: 전북(25.9%)-경남(9.8%)-충남... 
positive	기사내용 요약 경찰 &quot;졸음운전 추정&quot; 15일 오전 3시 10분께 전남 나주시 문평면 무안광주고속도로(광주방면) 편도 2차선 중 2차로에서 A(43)씨가 몰던 3.5t 화물차가 앞서 달리던 B(66)씨의 1t트럭을 들이받았다. 이 사고로... 
positive	"충돌 ▲ 전남매일 = &quot;문화콘텐츠 컨트롤 타워 필요&quot; ▲ 전라일보 = &quot;푸드테크가 농생명 미래 성장산업... 아산에 &apos;국립경찰병원 분원&apos; 들어선다 ▲ 동양일보 = 아산, 경찰병원 분원 유치 해냈다 ▲ 중도일보 = 아산... "
positive	** 작업자 다섯 명이 숨진 광주 화정아이파크 붕괴 사고에 대한 경찰 수사가 마무리됐지만 현대산업개발에 대한 행정명령 등 후속 절차는 더디게 진행되고 있습니다. ** 광주전남지역에도 올 겨울 최강 한파가 찾아온 가운데... 
positive	차량이 미끄러졌다&quot;고 설명한 것으로 알려졌다. 사고는 단독으로 발생해 경찰 신고 접수 없이 마무리된 것으로 전해졌다. 전날 광주와 전남에는 대설특보와 한파특보가 발효되는 추운 날씨에 많은 눈이 내렸다.
positive	밤에는 전남북부에도 눈이나 비가 내리겠다. 눈이나 비는 늦은 오후에 수도권과 충남북부부터 그치기... 15일 경찰 등에 따르면 김씨는 14일 오전 2시께 경기도 수원시 장안구의 한 대학교 인근 도로에 주차된... 
positive	"(16:40 전남 신안 라마다프라자) ▲ 고학수 개인정보위 위원장, 출입기자 간담회(14:00 정부서울청사)... 전북경찰청 교통범죄수사대, 보험사기 설명회(10:00 전북경찰청 기자실) ▲ 한일장신대 교수들, 현 총장 비리... "
positive	"이 같은 가출팸은 경찰 단속에 의해 꾸준히 해체되지만, 또 다시 만들어진다. 경찰청에 따르면 2019~2021년... 추주희 전남대학교 인문학연구원 HK연구교수는 “과거 업소를 중심으로 성매매가 이뤄지던 환경을 벗어나 SNS... "
positive	"보고, 경찰청으로부터 공유받은 형사사법정보 약 24만건을 분석했다. 이에 따르면 지난해 고독사... 대전, 경기, 전남은 인구 10만명당 고독사가 5년 연속 증가한 지역으로 꼽혔다. 반면 광주, 울산, 충북, 충남, 전북... "
positive	지난해 ‘고독사 예방 및 관리에 관한 법률’이 생기면서 경찰청에서 사망자 정보를 받아 분석한 결과다.... 대전·경기·전남은 5년 내내 매년 고독사가 늘어 대책을 마련해야 하는 곳으로 지적됐다. 시·도별 고독사... 
positive	"충청북도경찰청 교통과장, 양우철 경찰청 교통기획과장, 면허취득자 조남선, 이주민 도로교통공단 이사장... (전주), 전남권(나주), 제주, 강원권(원주)에서 장애인운전지원센터를 운영하고 있다. 특히?올해는... "
positive	한국보건사회연구원이 경찰청으로부터 최근 5년간(2017~2021년) 발생한 형사사법정보 약 24만 건을 받아... 인구 대비 고독사 발생이 매년 증가하는 지역은 대전·경기·전남 3곳이다. 조규홍 복지부 장관은... 
positive	"양우철 경찰청 교통기획과장, 이만형 충청북도경찰청 교통과장, 김상락 국립재활원 장애예방운전지원과장... (전주), 전남권(나주), 제주, 강원권(원주)에서 장애인운전지원센터를 운영하고 있다. 특히, 올해는 공단... "
neutral	"인증기관 종류를 보면 △경영·사무·금융·보험직 △연구직 및 공학기술직 △교육·법률·사회복지·경찰... 경기에 이어 경남 387개소, 전남 348개소 순이었는데 서울 307개소보다 인증기관이 많은 것이 눈에 띄었다.... "
negative	"이번 조사는 한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. &apos;고독사... 2%), 전남(12.7%) 등이었다. 성별로는 남성 사망자가 여성보다 4배 이상 많았다. 지난해의 경우 남성... "
positive	14일 오후 3시 31분께 전남 장흥군 안양면 한 외국인 노동자 숙소로 사용되는 단독주택에서 불이 나 신고를... 화상을 입어 병원 치료를 받고 있다. 경찰과 소방 당국은 정확한 화재 원인과 피해 규모를 조사하고 있다.
positive	"한국보건사회연구원이 경찰청에서 받은 자료를 분석했다. 경제적 문제, 사회와의 단절, 1인 가구 증가... 연평균 증가율이 높은 지역은 제주(38.4%), 대전(23.0%), 강원(13.2%), 전남(12.7%)의 순서였다. 인구 10만명당... "
positive	&quot;] 오늘(14일) 새벽에는 순천-완주 고속도로에서 25톤 화물차가 넘어지는 사고가 나는 등 전남북 등에서도... KBS 뉴스 윤소영입니다. 촬영기자:김성은/화면제공:충북소방본부 전북소방본부 충북경찰청 진천소방서
positive	"오후 6시부터는 전남 북부에서도 눈이나 비가 내리겠다. 예상 적설량은 ▲수도권, 강원 내륙?산지, 충남... 시는 또 강설에 따른 출근길 교통 혼잡에 대비해 서울지방경찰청에 협조를 요청해 적설량 3㎝ 이상에서... "
positive	광주출입국*외국인사무소는 광주전남 지역 대학에 다니면서 오토바이를 이용해 무면허 배달대행 라이더로 불법 취업한 외국인 유학생 32명을 적발해 범칙금을 부과했습니다. 법무부는 경찰과 해경 등과 함께 불법체류... 
positive	"여수에서는 30대 시각장애인이 창문을 수리하려다 추락해 사망하고, 완도에서는 김장을 하려던 60대가 자신의 차에 치여 숨지는 등 전남 곳곳에서 안타까운 사망사고가 잇따랐다. 여수경찰에 따르면 지난 13일 밤 11시... "
positive	14일 전남 완도경찰서에 따르면 전날 오후 12시 23분께 완도군 한 주택 앞 마당서 A(64)씨가 자신의 SUV차량 밑에 깔리는 사고를 당했다. 크게 다친 A씨는 급히 인근 병원으로 옮겨졌으나 결국 숨졌다. A씨는 사고 직전... 
positive	"최근 5년 동안 광주·전남에선 홀로 살다 숨진 사망자가 꾸준히 발생했던 것으로 드러났다. 14일... 한국보건사회연구원이 경찰청으로부터 받은 자료를 분석하는 방식으로 진행했다. 경제적 문제, 사회와의 단절... "
positive	14일 광주·전남 소방본부와 경찰 등에 따르면 이날 오후 12시23분께 광주 북구 임동오거리 인근 도로에서 차량 4대가 잇따라 부딪혔다. 달리던 차량이 빙판길에 미끄러지면서 뒤따르던 차와 연쇄 추돌한 것으로 알려졌다.... 
positive	기업과 전남 동부권에 1조 2천 7백 억 원 규모의 투자협약을 맺었습니다. 이번 협약에 따라 포스코홀딩스는... 경찰은 A씨가 베란다 방충망을 손보려다가 사고를 당한 것으로 보고 정확한 사망 경위를 파악하고 있습니다.... 
positive	윤덕진 △광주전남지원장 조철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	"△윤동관씨 별세, 윤시승(서울경찰청 경비부장)씨 부친상 = 13일 오전, 서울 이대목동병원 장례식장... 장지 전남 나주 다도면 선영. (062)521-4444.△이재덕 씨 별세, 조석훈(장흥군 부군수) 씨 장모상 = 14일... "
positive	한국환경공단 광주전남제주환경본부는 14일 “전날 광주경찰청과 한국환경공단 대회의실에서 ‘폐기물 운송차량 안전운행 및 탄소배출 저감’을 위한 업무 협약을 체결했다”고 밝혔다. 이번 협약은... 
positive	"양우철 경찰청 교통기획과장, 이만형 충청북도경찰청 교통과장, 김상락 국립재활원 장애예방운전지원과장... (전주), 전남권(나주), 제주, 강원권(원주)에서 장애인운전지원센터를 운영하고 있다. 특히, 올해는 공단... "
positive	윤덕진 △광주전남 조철 △대전충남 김명철 △인천 박형준 △경남 박중수 △강릉 엄일용 &lt;사무소장&gt; △뉴욕... 김금태 △자본시장특별사법경찰 권영발 △보험사기대응단 조정석 &lt;사무소장&gt; △동경 민경찬 △프랑크푸르트... 
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	"◆ 윤동관씨 별세: 문정순씨 남편, 윤시승(서울경찰청 경비부장) 시진 명희씨 부친, 김지화 전금선씨... ◆ 이재덕씨 별세: 조석훈(전남 장흥군 부군수)씨 장모=14일 오후 1시 전남 나주애향장례식장. 발인 16일... "
neutral	윤덕진▷광주전남지원장 조 철▷대전충남지원장 김명철▷인천지원장 박형준▷경남지원장 박중수... 이승우▷자본시장특별사법경찰 실장 권영발▷회계관리국장 김철호▷금융민원총괄국장 서정보▷분쟁조정2국장 이무열... 
negative	윤덕진△광주전남지원장 조철△대전충남지원장 김명철△인천지원장 박형준△경남지원장 박중수... 이승우△자본시장특별사법경찰 실장 권영발△회계관리국장 김철호△금융민원총괄국장 서정보△분쟁조정2국장 이무열... 
positive	윤덕진 ▲광주전남지원장 조 철 ▲ 전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	"전북·전남북부·경남서부내륙 1~3㎝, 강원북부동해안·경북남서내륙 1㎝ 내외다. 15일 낮 반짝 올랐던... 14일 경찰에 출석했다. 강 대표는 이날 오후 2시 서울 마포구의 서울경찰청 반부패·공공범죄수사대에... "
positive	윤덕진 △광주전남 조 철 △대전충남 김명철 △인천 박형준 △경남 박중수 △강릉 엄일용 ◇사무소장 △뉴욕... 김금태 △자본시장특별사법경찰 권영발 △보험사기대응단 조정석 ◇사무소장 △동경 민경찬... 
positive	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
positive	"한편, 센터를 분양받은 사람들은 업체 측 사기 분양으로 정작 입주조차 못 하게 됐다며 사법당국에 고발하고 민사 소송을 진행 중이며 전남경찰청은 현재 수사에 들어간 상태다. 나주"
positive	윤덕진 △광주전남지원장 조철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	윤덕진 △광주전남지원장 조 철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	"경찰청 경비부장)씨 부친상 = 13일 오전, 서울 이대목동병원 장례식장 5호실, 발인 16일 오전 7시, 장지 서울시립승화원 010-3262-2227. ▲이재덕 씨 별세, 조석훈(장흥군 부군수) 씨 장모상 = 14일 오후 1시, 전남... "
positive	윤덕진 △광주전남지원장 조철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	광주전남지원장 조 철 ▷ 대전충남지원장 김명철 ▷ 인천지원장 박형준 ▷ 경남지원장 박중수 ▷ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▷ 회계관리국장 김철호 ▷ 금융민원총괄국장 서정보 ▷ 분쟁조정2국장... 
positive	14일 오후 3시 31분께 전남 장흥군 안양면 한 외국인 노동자 숙소로 사용되는 단독주택에서 불이 나 신고를... 화상을 입어 병원 치료를 받고 있다. 경찰과 소방 당국은 정확한 화재 원인과 피해 규모를 조사하고 있다．
positive	"경찰청 경비부장)씨 부친상 = 13일 오전, 서울 이대목동병원 장례식장 5호실, 발인 16일 오전 7시, 장지 서울시립승화원 ☎010-3262-2227 ▲ 이재덕 씨 별세, 조석훈(장흥군 부군수) 씨 장모상 = 14일 오후 1시, 전남... "
positive	또한 권 경위는 지난해 &apos;2021년 LG의인상&apos;을 수상하며 받은 상금 2천만 원을 한국백혈병소아암협회 광주전남지회와 소아암이나 혈액암으로 어려움을 겪고 있는 해양경찰 직원 가족에게 전액 기부했다. 권재준 경위는 &quot;이번... 
positive	"전주비전대학교(총장 정상모) 산학협력단이 운영하는 재난안전교육센터가 해양경찰청이 주관하는 2022년... 특히 전남, 포함 등 섬 지역이나 원거리를 이동할 수 없는 경우는 방문교육으로 만족도를 높이고 있다.... "
positive	"전주비전대학교(총장 정상모)는 산학협력단에서 운영하는 재난안전교육센터가 해양경찰청이 주관하는 2022년... 특히 전남, 포함 등 섬 지역이나 원거리를 이동할 수 없는 경우는 방문교육으로 만족도를 높이고 있다.... "
positive	"☎062-521-4444 ■ 조석훈(장흥군 부군수) 씨 장모상 ▲ 이재덕 씨 별세, 조석훈(장흥군 부군수) 씨 장모상 = 14일 오후 1시, 전남 나주 애향 장례식장, 발인 16일 오전 10시. ☎ 061-334-9000 ■ 윤시승(서울경찰청... "
positive	"연구원이 이날 공개한 경찰청 범죄통계를 보면, 최근 5년(2016∼2020년) 동안 발생한 인신매매 범죄 3233건 중... 김종철 공익법센터 어필 선임연구원은 “(2014년) 전남 신안군에서 발생한 ‘염전 노예 사건’에서 볼 수 있듯이... "
neutral	광주전남지원장 조 철 ▲ 대전충남지원장 김명철 ▲ 인천지원장 박형준 ▲ 경남지원장 박중수 ▲ 강릉지원장... 자본시장특별사법경찰 실장 권영발 ▲ 회계관리국장 김철호 ▲ 금융민원총괄국장 서정보 ▲ 분쟁조정2국장... 
negative	"대설주의보가 내려진 밤사이 광주·전남지역 도로가 얼어 붙으면서 빙판길에 미끄러진 차량들이 부딪히는 등 여러 사고가 잇따랐다.14일 광주·전남 소방본부·북부경찰 등에 따르면, 이날 낮 12시23분께 광주 북구... "
positive	"가치 실현활동을 지속적으로 확대하고 있다&quot;며 &quot;본 협약을 계기로 전남자치경찰위원회와 긴밀한 협조체계를 지속적으로 이어가고, 지역사회 지원활동 또한 성공적으로 이행할 수 있도록 최선을 다하겠다&quot;라고 밝혔다."
positive	"△윤동관씨 별세, 윤시승(서울경찰청 경비부장) 부친상 = 13일, 빈소 서울 이대목동병원 장례식장... △이재덕씨 별세, 조석훈(장흥군 부군수) 장모상 = 14일, 빈소 전남 나주 애향장례식장, 발인 16일... "
positive	지난 2018년 4월 전남 고흥군 소재 박물관 수장고에 보관 중이던 수억원 대 중국 도자기에 진위 논란이 불거지자 압수수색에 나선 경찰이 도자기를 깨트린 황당한 사건이다. 이를 접한 일부 네티즌들은 &quot;드라마나 영화를... 
